ra_deg,dec_deg,mag,name,desig
213.67786,-41.83749,5.61,HR 5318,
221.84399,-25.62427,5.61,55 Hya,
236.68425,-34.68245,5.61,HR 5860,
239.74045,36.64377,5.61,HR 5957,
243.95751,-57.91235,5.61,HR 6040,
247.94679,45.59828,5.61,HR 6162,
263.37435,-5.74480,5.61,HR 6534,
266.78352,17.69701,5.61,HR 6627,
275.23737,29.85892,5.61,108 Her,
330.27228,13.11982,5.61,20 Peg,
342.84402,61.69674,5.61,HR 8696,
14.68278,-11.37997,5.62,φ⁴ Cet,23 Cet
23.65740,-15.67636,5.62,49 Cet,
45.59382,4.35288,5.62,93 Cet,
49.59343,-0.93029,5.62,95 Cet,
53.08230,84.91104,5.62,HR 965,
59.21697,22.47797,5.62,32 Tau,
61.09465,-12.79229,5.62,HR 1265,
85.61021,65.69765,5.62,HR 1916,
88.13824,-37.63106,5.62,HR 2053,
88.68178,-11.77419,5.62,HR 2065,
93.89277,-0.51219,5.62,HR 2233,
96.00421,-36.70776,5.62,HR 2316,
98.64722,-32.71625,5.62,HR 2415,
101.37996,-30.94898,5.62,HR 2501,
116.14238,-24.67408,5.62,HR 3004,
117.92928,-21.17366,5.62,HR 3068,
118.72230,-57.30281,5.62,HR 3105,
123.28695,29.65654,5.62,15 Cnc,
130.80137,12.68088,5.62,45 Cnc,
144.29119,-32.17865,5.62,HR 3833,
147.83221,-46.19387,5.62,HR 3910,
177.75930,-5.33333,5.62,HR 4544,
224.13359,-47.87920,5.62,HR 5559,
228.95450,0.37214,5.62,4 Ser,
242.95023,36.42509,5.62,HR 6046,
250.41761,-49.65155,5.62,HR 6188,
268.96171,22.46422,5.62,HR 6687,
278.87666,23.60553,5.62,HR 6980,
284.10721,65.25808,5.62,HR 7187,
301.15073,32.21860,5.62,HR 7678,
327.50054,-64.71254,5.62,HR 8331,
331.46244,-59.63607,5.62,κ² Ind,
335.78303,-45.92849,5.62,π² Gru,
346.72341,-38.89229,5.62,υ Gru,
25.16511,43.29769,5.63,HR 476,
25.51452,35.24571,5.63,HR 490,
26.93502,63.85250,5.63,HR 511,
49.89545,-24.12290,5.63,HR 1004,
91.24317,4.15867,5.63,66 Ori,
106.02186,-5.32398,5.63,HR 2655,
112.71957,68.46562,5.63,HR 2830,
124.46007,59.57113,5.63,29 Lyn,
125.00229,-71.50538,5.63,κ² Vol,
129.79886,65.02091,5.63,π¹ UMa,3 UMa
131.18766,10.08167,5.63,49 Cnc,
160.67996,-32.71567,5.63,HR 4194,
173.77042,54.78542,5.63,HR 4457,
187.57269,-23.69642,5.63,HR 4759,
196.72603,-35.86203,5.63,HR 4947,
204.30120,-61.69186,5.63,HR 5113,
205.25979,22.49577,5.63,2 Boo,
222.58221,82.51194,5.63,HR 5596,
224.09586,49.62845,5.63,HR 5581,
238.87534,-26.26599,5.63,4 Sco,
241.90641,9.89174,5.63,45 Ser,
248.14869,5.52122,5.63,28 Her,
256.38441,-0.89207,5.63,HR 6353,
262.73072,31.15814,5.63,HR 6528,
277.11297,-38.99567,5.63,HR 6910,
277.54943,-18.72879,5.63,HR 6933,
285.61533,-24.84683,5.63,HR 7195,
286.24111,31.74407,5.63,HR 7237,
298.32807,-3.11446,5.63,HR 7575,
306.89276,38.44033,5.63,40 Cyg,
316.14438,5.50286,5.63,3 Equ,
320.75205,-22.66905,5.63,HR 8172,
326.80818,2.68612,5.63,11 Peg,
351.81235,-58.47611,5.63,HR 8909,
353.65919,33.49733,5.63,73 Peg,
256.33071,54.46909,5.63,Alrakis,μ Dra
11.41293,74.98807,5.64,21 Cas,
16.27231,14.94613,5.64,72 Psc,
30.91390,25.93547,5.64,10 Ari,
32.83783,8.56981,5.64,64 Cet,
39.15796,12.44764,5.64,31 Ari,
46.59869,13.18725,5.64,HR 931,
64.59666,21.57930,5.64,51 Tau,
65.85441,16.77726,5.64,63 Tau,
72.78891,48.74068,5.64,HR 1535,
80.09423,62.65371,5.64,HR 1720,
81.11871,-16.97578,5.64,HR 1792,
105.27477,-25.21563,5.64,HR 2640,
109.06448,-46.77453,5.64,HR 2771,
113.33151,-19.41252,5.64,HR 2899,
115.70064,-26.35133,5.64,HR 2988,
135.49161,-0.48267,5.64,HR 3596,
145.88859,29.97447,5.64,15 Leo,
152.73276,-8.41846,5.64,18 Sex,
173.20039,-40.43619,5.64,HR 4447,
173.80545,-47.37258,5.64,HR 4463,
174.31611,-75.89654,5.64,π Cha,
196.46780,45.26855,5.64,HR 4945,
198.63035,11.33166,5.64,HR 4998,
224.90397,39.26533,5.64,40 Boo,
232.06421,-16.71648,5.64,ζ¹ Lib,32 Lib
235.08897,-73.44669,5.64,κ² Aps,
251.17748,-40.83967,5.64,HR 6214,
255.02617,-54.59718,5.64,HR 6297,
276.41166,8.03201,5.64,HR 6902,
283.55520,27.90953,5.64,HR 7132,
294.00689,-24.71908,5.64,51 Sgr,
295.18050,-0.62123,5.64,45 Aql,
305.97159,-42.42287,5.64,κ² Sgr,
317.95099,59.98661,5.64,HR 8119,
321.59520,-37.82943,5.64,HR 8200,
337.50754,32.57264,5.64,38 Peg,
349.23988,-62.00120,5.64,HR 8843,
33.19809,-2.39364,5.65,66 Cet,
39.42417,-3.39617,5.65,81 Cet,
57.51846,44.96786,5.65,HR 1176,
74.75570,-16.37603,5.65,HR 1604,
84.28740,-80.46912,5.65,π Men,
90.20491,-51.21632,5.65,HR 2138,
91.08444,-32.17243,5.65,HR 2149,
103.32840,-19.03276,5.65,HR 2565,
111.74784,-23.08602,5.65,HR 2855,
120.30787,4.87982,5.65,HR 3136,
146.59838,1.78559,5.65,HR 3879,
163.57407,-13.75804,5.65,HR 4255,
191.59392,9.53968,5.65,33 Vir,
192.10945,-27.59738,5.65,HR 4860,
201.45986,-70.62725,5.65,HR 5049,
202.30418,10.81831,5.65,71 Vir,
224.66358,-27.65731,5.65,59 Hya,
225.46131,-83.22765,5.65,π¹ Oct,
226.19566,-83.03831,5.65,π² Oct,
230.02144,51.95851,5.65,HR 5715,
230.45261,-48.31763,5.65,ν² Lup,
230.79397,-60.65718,5.65,HR 5700,
234.41325,69.28334,5.65,HR 5844,
261.42233,60.04840,5.65,HR 6511,
263.34510,19.25668,5.65,HR 6541,
277.43735,77.54707,5.65,HR 7006,
288.82233,21.23212,5.65,1 Sge,
289.11162,14.54462,5.65,HR 7307,
300.08432,-33.70345,5.65,HR 7631,
303.57926,-52.44577,5.65,HR 7714,
330.28848,8.25716,5.65,19 Peg,
350.31457,-26.98677,5.65,HR 8883,
4.03689,-31.44639,5.66,HR 57,
11.10918,47.86398,5.66,HR 189,
24.36584,-84.76959,5.66,HR 525,
32.16909,58.42360,5.66,HR 618,
56.29058,24.83926,5.66,18 Tau,
56.49690,45.68190,5.66,HR 1141,
58.00095,6.53491,5.66,31 Tau,
70.35048,48.30088,5.66,HR 1482,
70.78873,-30.76556,5.66,HR 1509,
80.30286,29.56988,5.66,HR 1752,
101.66257,-10.10736,5.66,HR 2502,
114.01623,-14.49277,5.66,HR 2921,
114.13183,46.18029,5.66,HR 2903,
122.28961,-48.68441,5.66,HR 3203,
122.36889,-16.24892,5.66,HR 3194,
122.39013,-56.08538,5.66,HR 3218,
129.59256,53.40154,5.66,HR 3400,
142.30268,-20.74913,5.66,HR 3763,
154.77124,-64.67626,5.66,HR 4065,
155.06966,-47.69909,5.66,HR 4066,
162.79600,56.58225,5.66,43 UMa,
182.96325,25.87028,5.66,4 Com,
185.83995,-24.84067,5.66,6 Crv,
208.80063,-52.16082,5.66,HR 5230,
247.44550,-14.55088,5.66,HR 6140,
258.06753,-39.50695,5.66,HR 6381,
262.95659,28.40750,5.66,78 Her,
291.73533,-29.74322,5.66,HR 7380,
294.26393,-18.23105,5.66,HR 7443,
308.09873,-9.85338,5.66,HR 7845,
312.86766,28.25051,5.66,HR 7988,
324.63308,5.77174,5.66,4 Peg,
325.54213,1.28525,5.66,26 Aqr,
339.71443,-33.08135,5.66,HR 8616,
345.02411,-25.16418,5.66,HR 8743,
352.25397,-63.11066,5.66,HR 8919,
354.41483,-13.06024,5.66,HR 8958,
2.01455,-33.52933,5.67,HR 13,
7.60863,-48.21491,5.67,HR 120,
17.57820,42.08147,5.67,44 And,
33.86910,-67.74637,5.67,π² Hyi,
46.88312,-78.98924,5.67,HR 981,
53.14488,-50.37865,5.67,HR 1090,
60.44223,9.99802,5.67,HR 1243,
64.49664,-80.21403,5.67,δ Men,
68.53445,5.56862,5.67,HR 1448,
77.67878,46.96207,5.67,HR 1668,
83.38179,18.54023,5.67,120 Tau,
83.75419,-6.00927,5.67,HR 1886,
91.24244,5.41997,5.67,63 Ori,
95.01761,14.65113,5.67,HR 2269,
126.08456,-80.91420,5.67,HR 3393,
126.22992,-23.15375,5.67,HR 3308,
130.14692,-45.19110,5.67,HR 3444,
133.14426,32.47416,5.67,σ¹ Cnc,51 Cnc
146.59721,11.81004,5.67,18 Leo,
158.75899,8.65043,5.67,49 Leo,
166.13014,-47.67910,5.67,HR 4311,
220.25582,-36.13486,5.67,HR 5466,
227.09909,26.30115,5.67,46 Boo,
243.06684,-28.41730,5.67,12 Sco,
245.94655,61.69646,5.67,HR 6130,
247.06321,-58.59980,5.67,HR 6114,
272.47506,3.11983,5.67,HR 6797,
278.34639,-38.72599,5.67,κ¹ CrA,
284.18777,57.81485,5.67,48 Dra,
294.32247,16.46280,5.67,ε Sge,4 Sge
301.09647,-0.70931,5.67,62 Aql,
312.91021,-62.42934,5.67,HR 7959,
317.34078,-73.17297,5.67,HR 8061,
321.14168,26.17456,5.67,HR 8198,
1.17456,67.16644,5.68,HR 9104,
32.65664,19.50034,5.68,15 Ari,
52.49550,-78.35185,5.68,HR 1109,
55.57894,19.70025,5.68,13 Tau,
73.19900,42.58663,5.68,HR 1550,
80.38267,-0.41649,5.68,HR 1764,
102.60624,13.41318,5.68,35 Gem,
102.99996,23.60172,5.68,HR 2533,
107.17647,-70.49709,5.68,γ¹ Vol,
114.57587,-48.60144,5.68,HR 2957,
128.02068,-53.21192,5.68,HR 3386,
134.39666,15.58128,5.68,ο² Cnc,63 Cnc
144.25088,-25.29676,5.68,HR 3830,
150.70397,21.94926,5.68,HR 3952,
177.61366,-62.64938,5.68,HR 4541,
186.89631,55.71272,5.68,73 UMa,
187.43016,20.89611,5.68,20 Com,
189.59336,1.85466,5.68,HR 4807,
206.64860,54.43268,5.68,84 UMa,
221.37585,0.71727,5.68,108 Vir,
222.32811,-24.25147,5.68,HR 5521,
222.42215,48.72080,5.68,39 Boo,
229.60210,20.57278,5.68,HR 5692,
259.70218,28.82297,5.68,HR 6443,
263.41411,16.31755,5.68,HR 6542,
267.61830,-53.61241,5.68,HR 6622,
280.96499,31.92661,5.68,HR 7044,
283.50037,-21.35984,5.68,33 Sgr,
297.65553,40.59976,5.68,HR 7567,
299.79391,23.10128,5.68,14 Vul,
306.41887,21.40964,5.68,HR 7811,
309.74801,30.33426,5.68,HR 7904,
310.48542,41.71688,5.68,HR 7926,
313.95752,47.41766,5.68,HR 8020,
320.50170,49.38885,5.68,HR 8185,
341.92820,-14.05643,5.68,τ¹ Aqr,69 Aqr
345.28145,-50.95003,5.68,HR 8749,
346.93890,49.29578,5.68,5 And,
347.43392,59.33269,5.68,2 Cas,
347.67765,17.59437,5.68,HR 8824,
354.09702,2.10222,5.68,16 Psc,
8.09908,6.95546,5.69,51 Psc,
15.01482,44.71324,5.69,HR 282,
23.35713,58.32733,5.69,HR 439,
24.03542,-29.90732,5.69,τ Scl,
29.03890,37.25183,5.69,56 And,
44.90071,-25.27413,5.69,ζ For,
64.22313,61.84999,5.69,HR 1305,
80.92629,-0.15982,5.69,HR 1781,
81.78447,30.20860,5.69,HR 1804,
97.99296,-58.75384,5.69,μ Pic,
105.33918,70.80830,5.69,HR 2581,
107.42927,-25.23103,5.69,HR 2704,
114.17097,-19.70234,5.69,HR 2928,
114.18300,-48.83017,5.69,HR 2940,
118.07867,-14.84618,5.69,10 Pup,
166.48986,-27.28785,5.69,χ² Hya,
184.03144,40.66018,5.69,2 CVn,
200.42351,2.08724,5.69,HR 5037,
201.73383,-41.49756,5.69,HR 5060,
203.14961,-28.69277,5.69,HR 5097,
211.33355,-76.79675,5.69,θ Aps,
242.11698,8.53431,5.69,47 Ser,
255.24223,22.63209,5.69,HR 6325,
260.43900,53.42043,5.69,HR 6479,
261.00448,-62.86415,5.69,HR 6440,
263.67705,-32.58166,5.69,HR 6535,
267.10320,20.56544,5.69,HR 6638,
269.98419,45.50138,5.69,HR 6728,
277.48307,-47.22055,5.69,HR 6922,
281.68052,-10.12505,5.69,HR 7055,
284.02551,18.10541,5.69,HR 7148,
285.32232,26.29141,5.69,HR 7202,
300.49416,-13.63722,5.69,63 Sgr,
305.29800,63.98012,5.69,HR 7805,
309.68328,13.31513,5.69,θ Del,8 Del
315.11536,19.32958,5.69,HR 8044,
316.50475,-30.12512,5.69,δ Mic,
325.85686,38.28359,5.69,79 Cyg,
328.40575,19.66844,5.69,HR 8358,
331.39446,28.96398,5.69,23 Peg,
0.62376,8.48546,5.70,32 Psc,
1.57915,-49.07519,5.70,HR 6,
11.93009,-18.06134,5.70,HR 218,
18.70488,-0.97379,5.70,38 Cet,
25.44983,-60.78934,5.70,HR 505,
25.51250,-36.83230,5.70,HR 498,
28.03902,50.79279,5.70,2 Per,
29.63959,49.20435,5.70,3 Per,
50.27835,3.67562,5.70,κ² Cet,97 Cet
58.59652,-40.35701,5.70,HR 1219,
62.69903,-8.81981,5.70,HR 1293,
89.72183,12.80826,5.70,HR 2099,
92.24127,2.49969,5.70,HR 2174,
94.31724,5.10011,5.70,HR 2251,
99.66475,39.39085,5.70,51 Aur,
99.92775,-30.47049,5.70,HR 2460,
109.86741,-16.39524,5.70,HR 2788,
112.21452,48.18393,5.70,HR 2844,
118.12394,-54.36716,5.70,HR 3088,
131.51031,-2.04866,5.70,HR 3478,
133.79904,-54.96577,5.70,HR 3570,
151.08729,-24.28553,5.70,HR 3965,
152.94360,-58.06054,5.70,HR 4009,
164.80725,-33.73759,5.70,HR 4282,
167.20453,24.65846,5.70,67 Leo,
189.24306,17.08954,5.70,25 Com,
192.74120,-52.78742,5.70,HR 4872,
196.90957,-53.45976,5.70,HR 4951,
203.88040,-5.39619,5.70,80 Vir,
208.46260,53.72868,5.70,86 UMa,
220.80647,-24.99775,5.70,4 Lib,
227.99044,-48.74369,5.70,κ² Lup,
241.48277,-72.40090,5.70,HR 5955,
261.02745,22.96028,5.70,73 Her,
291.95049,-54.32527,5.70,HR 7370,
292.34927,-43.44519,5.70,HR 7392,
298.65688,-8.22729,5.70,57 Aql,
302.89511,62.07854,5.70,68 Dra,
303.84906,33.72908,5.70,HR 7743,
314.19718,-26.29638,5.70,HR 8013,
320.99508,24.27414,5.70,HR 8190,
323.71272,-20.08427,5.70,37 Cap,
328.00431,55.79674,5.70,HR 8357,
338.06777,76.22644,5.70,HR 8599,
357.63869,-14.40149,5.70,HR 9029,
0.26911,-48.80988,5.71,τ Phe,
3.37860,41.03537,5.71,23 And,
16.94253,-9.78555,5.71,30 Cet,
48.13813,-57.32155,5.71,HR 977,
51.88922,-35.68132,5.71,χ² For,
62.83451,5.52305,5.71,45 Tau,
68.47803,-6.73891,5.71,46 Eri,
73.77843,-16.74067,5.71,HR 1579,
73.82770,-16.41777,5.71,HR 1581,
76.31748,-26.15239,5.71,HR 1655,
84.14872,-6.06475,5.71,HR 1911,
90.24401,47.90192,5.71,36 Aur,
92.44983,-22.77434,5.71,HR 2186,
99.09521,-18.65990,5.71,ν¹ CMa,6 CMa
108.63593,12.11582,5.71,HR 2728,
125.47754,-17.58633,5.71,HR 3281,
127.87718,24.08111,5.71,υ¹ Cnc,30 Cnc
131.82852,-46.15541,5.71,HR 3496,
148.71351,-50.24396,5.71,HR 3927,
151.15138,53.89172,5.71,HR 3954,
159.13491,-12.23012,5.71,HR 4158,
167.32953,36.30938,5.71,HR 4333,
174.14559,-33.57006,5.71,HR 4469,
184.37740,28.93719,5.71,HR 4673,
186.34059,-35.18642,5.71,HR 4724,
192.22589,14.12258,5.71,29 Com,
192.82491,-60.32979,5.71,HR 4876,
208.30388,17.93287,5.71,7 Boo,
225.45382,-0.14030,5.71,HR 5594,
231.88790,-64.53150,5.71,HR 5725,
236.82216,14.11535,5.71,υ Ser,31 Ser
272.39122,3.99328,5.71,73 Oph,
275.80068,-12.01475,5.71,HR 6881,
276.99489,6.19410,5.71,HR 6928,
277.98426,-43.50738,5.71,HR 6937,
282.15807,-65.07768,5.71,θ Pav,
291.54600,-15.05325,5.71,HR 7378,
293.58242,51.23662,5.71,HR 7451,
299.00526,16.63480,5.71,10 Sge,
304.90294,62.25747,5.71,71 Dra,
321.30428,-9.74855,5.71,19 Aqr,
328.54322,-4.27618,5.71,HR 8360,
6.27668,53.04679,5.72,HR 96,
7.50982,-3.95733,5.72,12 Cet,
10.44315,-56.50131,5.72,ξ Phe,
33.26376,15.27986,5.72,19 Ari,
38.91142,37.31226,5.72,HR 748,
40.30833,-0.69565,5.72,84 Cet,
49.67144,-18.55979,5.72,HR 997,
52.08624,33.80756,5.72,HR 1041,
56.31615,-47.35948,5.72,HR 1169,
64.28370,57.86035,5.72,HR 1313,
65.51465,14.07720,5.72,60 Tau,
67.00325,21.61991,5.72,HR 1403,
71.26734,-21.28338,5.72,HR 1521,
86.80481,14.48832,5.72,131 Tau,
91.53905,-66.03962,5.72,η¹ Dor,
92.64450,-27.15434,5.72,HR 2200,
99.30765,-36.99065,5.72,HR 2446,
102.42215,32.60676,5.72,HR 2512,
108.69176,-46.84967,5.72,HR 2761,
128.86749,-7.98229,5.72,3 Hya,
133.34402,61.96227,5.72,5 UMa,
134.20827,45.63165,5.72,HR 3545,
137.99475,-19.74763,5.72,HR 3653,
142.12157,8.18830,5.72,3 Leo,
145.56205,69.23754,5.72,HR 3838,
147.67477,-46.93392,5.72,HR 3904,
148.57358,-45.28352,5.72,HR 3925,
182.51424,5.80701,5.72,11 Vir,
183.78549,70.20001,5.72,HR 4659,
204.24618,24.61330,5.72,HR 5123,
214.16135,-66.58789,5.72,HR 5320,
220.93515,40.45925,5.72,HR 5493,
224.29866,16.38813,5.72,HR 5575,
224.36648,-21.41548,5.72,HR 5568,
230.66011,63.34144,5.72,HR 5737,
230.96766,-12.36950,5.72,HR 5720,
241.81752,-36.75568,5.72,HR 5991,
243.86932,18.80809,5.72,16 Her,
261.99003,-52.29717,5.72,HR 6483,
263.28030,41.24345,5.72,HR 6550,
270.47658,-22.78030,5.72,HR 6716,
271.45671,32.23067,5.72,HR 6768,
291.33997,-13.89713,5.72,HR 7367,
333.68484,42.95391,5.72,HR 8489,
338.41922,56.62474,5.72,HR 8594,
340.21948,14.54916,5.72,HR 8631,
343.79566,-4.98790,5.72,HR 8716,
344.19919,-47.96922,5.72,τ³ Gru,
359.38738,-82.16980,5.72,γ² Oct,
13.40759,-62.87135,5.73,HR 257,
41.36444,-63.70455,5.73,γ Hor,
66.12147,34.13076,5.73,55 Per,
70.33233,28.61499,5.73,HR 1490,
80.85009,-39.67842,5.73,HR 1793,
85.84029,-18.55748,5.73,HR 1975,
98.16240,-32.03045,5.73,HR 2397,
105.06594,16.07900,5.73,41 Gem,
114.93256,-38.13929,5.73,HR 2963,
122.61327,25.50733,5.73,ψ Cnc,14 Cnc
124.82155,62.50716,5.73,HR 3245,
137.26755,-18.32855,5.73,HR 3638,
144.26076,16.43795,5.73,8 Leo,
155.54411,41.22953,5.73,HR 4067,
163.74244,34.03480,5.73,HR 4256,
171.48810,55.85046,5.73,HR 4407,
175.39290,31.74606,5.73,62 UMa,
177.42387,34.93176,5.73,HR 4536,
185.55013,-68.30732,5.73,ζ¹ Mus,
204.20190,-26.49520,5.73,HR 5120,
205.16863,19.95572,5.73,1 Boo,
207.94761,-69.40126,5.73,HR 5194,
238.87749,42.56619,5.73,4 Her,
240.88077,76.79394,5.73,HR 6034,
252.66233,29.80654,5.73,50 Her,
256.10301,-57.71217,5.73,HR 6320,
265.83988,24.32782,5.73,84 Her,
281.20083,37.59461,5.73,ζ² Lyr,7 Lyr
285.82373,-38.25315,5.73,HR 7197,
291.85818,52.32044,5.73,ι¹ Cyg,7 Cyg
300.87507,16.03126,5.73,HR 7664,
300.90559,29.89681,5.73,HR 7670,
303.82209,-27.03298,5.73,HR 7722,
306.75936,49.38337,5.73,43 Cyg,
318.94107,-53.26308,5.73,HR 8114,
324.04569,-26.17152,5.73,8 PsA,
325.59564,41.07702,5.73,77 Cyg,
338.96786,39.63433,5.73,HIP 111546,
343.93543,36.35139,5.73,HR 8723,
356.05014,-64.40445,5.73,HR 8996,
4.23770,61.53319,5.74,HR 60,
12.09573,5.28062,5.74,96 G. Psc,
38.67760,-7.85945,5.74,77 Cet,
39.03861,-30.04498,5.74,ι¹ For,
40.59141,20.01147,5.74,μ Ari,34 Ari
47.40309,29.07708,5.74,55 Ari,
52.00395,-11.28660,5.74,HR 1050,
55.67806,59.96939,5.74,HR 1112,
66.94182,-62.52121,5.74,HR 1435,
75.68742,-22.79505,5.74,1 Lep,
84.14676,54.42866,5.74,HR 1866,
91.73964,-21.81230,5.74,HR 2166,
97.16352,-32.37128,5.74,HR 2364,
102.59728,-31.70606,5.74,HR 2545,
103.82779,25.37570,5.74,37 Gem,
106.95621,7.47121,5.74,HR 2682,
110.32296,45.22820,5.74,HR 2776,
119.07771,-60.52644,5.74,HR 3120,
126.39807,2.10221,5.74,HR 3305,
131.21637,-37.14725,5.74,HR 3479,
136.00167,54.28389,5.74,HR 3592,
140.59996,-46.04745,5.74,HR 3730,
143.08504,-19.40030,5.74,HR 3796,
154.50875,65.10835,5.74,32 UMa,
160.45121,68.44350,5.74,HR 4176,
160.96335,-64.24904,5.74,HR 4204,
168.37828,-59.61932,5.74,HR 4361,
172.42435,15.41327,5.74,85 Leo,
188.15001,-13.85910,5.74,HR 4776,
201.73807,78.64387,5.74,HR 5091,
204.99933,-49.94996,5.74,HR 5134,
208.70469,-67.65210,5.74,HR 5218,
218.12889,55.39801,5.74,HR 5442,
218.66514,49.36835,5.74,HR 5452,
219.18390,-40.21158,5.74,HR 5449,
219.55255,43.64213,5.74,HR 5464,
221.62086,-47.44112,5.74,HR 5494,
229.15288,-60.90400,5.74,HR 5661,
232.73271,64.20869,5.74,HR 5785,
237.77837,-55.05553,5.74,HR 5873,
239.74231,-65.03759,5.74,HR 5920,
242.90848,23.49480,5.74,10 Her,
250.42701,1.18123,5.74,14 Oph,
251.58845,-58.50359,5.74,HR 6215,
255.03961,-24.98907,5.74,26 Oph,
259.90442,80.13640,5.74,HR 6529,
264.53960,-10.92627,5.74,HR 6568,
269.73203,-36.85838,5.74,HR 6691,
270.03789,80.00410,5.74,41 Dra,
271.56331,-4.75125,5.74,HR 6756,
277.48629,-57.52314,5.74,HR 6908,
278.41259,-14.85361,5.74,HR 6962,
279.38961,62.52659,5.74,HR 7018,
299.67174,-69.16396,5.74,HR 7579,
324.74009,57.48904,5.74,HR 8281,
328.72149,56.61123,5.74,13 Cep,
331.86912,19.47553,5.74,HR 8435,
356.16965,-78.79144,5.74,HR 8995,
356.81631,-11.91113,5.74,HR 9009,
23.42848,-7.02534,5.75,HR 448,
25.43680,-11.32467,5.75,HR 492,
34.49940,57.89982,5.75,8 Per,
45.29176,-7.66301,5.75,ρ¹ Eri,8 Eri
62.74592,33.58679,5.75,HR 1286,
74.02948,52.86976,5.75,HR 1561,
78.62019,-35.97700,5.75,HR 1721,
83.28074,-35.13938,5.75,HR 1881,
92.43327,23.11347,5.75,3 Gem,
97.14204,30.49303,5.75,48 Aur,
100.12019,77.99578,5.75,HR 2363,
102.07944,-1.31892,5.75,HR 2514,
102.31838,-2.27204,5.75,HR 2521,
103.20612,8.38037,5.75,HR 2551,
106.84412,-23.84072,5.75,HR 2690,
107.84611,26.85659,5.75,47 Gem,
108.98820,27.89742,5.75,53 Gem,
112.34211,-10.32666,5.75,HR 2867,
126.99759,-35.11376,5.75,HR 3343,
133.80178,-18.24119,5.75,HR 3554,
142.69206,-31.88922,5.75,ζ¹ Ant,
149.90093,29.64523,5.75,HR 3942,
168.41416,-53.23181,5.75,HR 4360,
182.22422,-44.32599,5.75,HR 4624,
193.34124,-60.32849,5.75,HR 4887,
193.73553,47.19672,5.75,HR 4909,
201.27783,23.85442,5.75,HR 5057,
227.05054,-40.58393,5.75,HR 5624,
227.57765,-26.33262,5.75,HR 5641,
228.57987,-70.07948,5.75,HR 5644,
241.90173,-12.74541,5.75,11 Sco,
246.10555,55.20510,5.75,HR 6127,
261.13140,16.30101,5.75,HR 6481,
265.99654,53.80172,5.75,Alruba,
297.17524,11.81590,5.75,π Aql,52 Aql
300.09627,-66.94936,5.75,μ¹ Pav,
310.34853,-31.59829,5.75,HR 7909,
310.64633,82.53116,5.75,76 Dra,
317.13625,-63.92826,5.75,HR 8073,
317.56485,53.56310,5.75,HR 8106,
319.86978,49.51029,5.75,HR 8161,
322.03433,32.22533,5.75,HR 8220,
331.29721,26.67369,5.75,HR 8415,
334.27708,-5.38716,5.75,44 Aqr,
334.55258,62.80439,5.75,25 Cep,
351.05521,-51.89117,5.75,HR 8898,
351.78075,42.91201,5.75,13 And,
24.94753,-56.19640,5.76,p Eridani,
28.96266,23.57732,5.76,7 Ari,
40.76177,55.10602,5.76,11 Per,
43.95207,18.33164,5.76,ρ² Ari,45 Ari
52.47984,-42.63426,5.76,HR 1075,
53.14979,9.37344,5.76,6 Tau,
56.47698,24.55451,5.76,Asterope,21 Tau
58.41121,48.65049,5.76,HR 1198,
65.17185,6.13080,5.76,HR 1360,
68.15648,-3.20954,5.76,HR 1441,
72.13555,-16.32948,5.76,59 Eri,
83.81446,-33.07972,5.76,HR 1909,
93.00558,19.79054,5.76,68 Ori,
94.92065,-34.39659,5.76,HR 2279,
96.43189,-48.17690,5.76,HR 2348,
97.15591,-17.46601,5.76,HR 2359,
99.59588,28.98435,5.76,53 Aur,
114.94949,-38.26065,5.76,HR 2964,
118.19942,-5.42826,5.76,HR 3072,
128.68287,36.41962,5.76,33 Lyn,
137.29797,-12.35771,5.76,HR 3636,
157.98933,-45.06671,5.76,HR 4135,
173.59146,3.06017,5.76,89 Leo,
188.67672,-44.67302,5.76,HR 4788,
192.32274,27.55238,5.76,30 Com,
198.13717,11.55610,5.76,HR 4986,
200.24051,-46.88001,5.76,HR 5029,
201.13845,-5.16401,5.76,66 Vir,
209.66219,21.69622,5.76,10 Boo,
221.98983,-26.64616,5.76,57 Hya,
222.32780,46.11621,5.76,Merga,38 Boo
227.37465,-67.08413,5.76,HR 5621,
234.56750,46.79775,5.76,HR 5830,
239.02473,-60.48248,5.76,HR 5905,
245.10517,-55.13971,5.76,HR 6073,
247.80597,22.19546,5.76,HR 6154,
255.57789,25.50562,5.76,HR 6333,
259.69930,-44.12975,5.76,HR 6420,
260.77965,-56.52555,5.76,HR 6442,
261.07832,-60.67380,5.76,HR 6447,
264.37956,24.30999,5.76,79 Her,
269.17433,-28.06539,5.76,HR 6680,
275.34578,-18.86000,5.76,HR 6863,
277.76855,16.92856,5.76,HR 6955,
279.39984,-0.30947,5.76,HR 6993,
280.90553,-64.55142,5.76,HR 7004,
291.60055,13.02380,5.76,HR 7389,
293.22420,-53.18562,5.76,HR 7411,
298.15715,-54.97103,5.76,HR 7548,
298.53449,-8.57421,5.76,56 Aql,
304.60314,55.39710,5.76,HR 7781,
308.32341,-80.96486,5.76,HR 7785,
315.08964,-51.26531,5.76,HR 8027,
321.10339,-41.00670,5.76,θ² Mic,
333.09352,63.29104,5.76,HR 8483,
336.11275,-13.52937,5.76,50 Aqr,
336.65577,4.39377,5.76,34 Peg,
337.90752,-85.96725,5.76,υ Oct,
