ra_deg,dec_deg,mag,name,desig
214.00362,-6.00055,4.07,Syrma,ι Vir
227.21091,-45.27986,4.07,λ Lup,
229.37875,-58.80121,4.07,β Cir,
337.29275,58.41520,4.07,δ Cep,27 Cep
11.83472,24.26718,4.08,ζ And,34 And
35.43747,-68.65942,4.08,δ Hyi,
39.87066,0.32851,4.08,δ Cet,82 Cet
45.59795,-23.62447,4.08,τ³ Eri,11 Eri
103.54751,-12.03863,4.08,θ CMa,14 CMa
143.61106,-59.22975,4.08,HR 3825,
164.94366,-18.29878,4.08,Alkes,α Crt
283.83373,43.94609,4.08,13 Lyr,
316.48677,-17.23286,4.08,θ Cap,23 Cap
320.52165,19.80451,4.08,1 Peg,
84.22662,9.29067,4.09,φ² Ori,40 Ori
237.18490,18.14156,4.09,Gudja,κ Ser
24.19948,41.40546,4.10,Titawin,υ And
41.04951,49.22845,4.10,θ Per,13 Per
117.30957,-46.37320,4.10,HR 3055,
277.20758,-49.07059,4.10,ζ Tel,
287.50731,-39.34080,4.10,β CrA,
40.16671,-39.85538,4.11,ι Eri,
105.93955,-15.63329,4.11,Muliphein,γ CMa
129.41099,-42.98908,4.11,HR 3426,
147.86955,-14.84660,4.11,Zhang,υ¹ Hya
158.86749,-78.60779,4.11,γ Cha,
176.62848,-61.17840,4.11,HR 4522,
234.18000,-66.31704,4.11,ε TrA,
287.36804,-37.90447,4.11,Meridiana,α CrA
345.22015,-52.75414,4.11,ζ Gru,
39.89699,-68.26695,4.12,ε Hyi,
63.72442,48.40933,4.12,μ Per,51 Per
90.59583,9.64728,4.12,μ Ori,61 Ori
181.30226,8.73298,4.12,ο Vir,9 Vir
298.81539,-41.86829,4.12,ι Sgr,
312.95538,-26.91913,4.12,ω Cap,18 Cap
337.43932,-43.74922,4.12,δ² Gru,
80.98678,-7.80807,4.13,29 Ori,
97.24079,20.21213,4.13,ν Gem,18 Gem
238.45639,-16.72929,4.13,θ Lib,46 Lib
311.52390,-25.27090,4.13,ψ Cap,16 Cap
341.51538,-81.38161,4.13,β Oct,
354.98766,5.62629,4.13,ι Psc,17 Psc
52.71823,12.93668,4.14,5 Tau,
56.58156,23.94836,4.14,Merope,23 Tau
129.41403,5.70378,4.14,δ Hya,4 Hya
181.72030,-64.61373,4.14,η Cru,
233.23243,31.35913,4.14,θ CrB,4 CrB
239.39691,26.87788,4.14,ε CrB,13 CrB
326.16138,25.64504,4.14,κ Peg,10 Peg
333.99240,37.74874,4.14,1 Lac,
107.96609,-0.49276,4.15,δ Mon,22 Mon
260.92062,37.14595,4.15,ρ Her,75 Her
355.10204,44.33393,4.15,κ And,19 And
91.03007,23.26334,4.16,1 Gem,
112.27792,31.78455,4.16,ρ Gem,62 Gem
261.59256,-24.17531,4.16,44 Oph,
8.24995,62.93178,4.17,κ Cas,15 Cas
57.36356,-36.20025,4.17,HR 1195,
334.20847,-7.78329,4.17,Ancha,θ Aqr
213.22393,-10.27370,4.18,Kang,κ Vir
214.09611,46.08830,4.18,Xuange,λ Boo
249.09363,-35.25533,4.18,HR 6166,
333.75816,57.04359,4.18,ε Cep,23 Cep
340.16391,-27.04362,4.18,ε PsA,18 PsA
207.36136,-34.45078,4.19,2 Cen,
281.41553,20.54631,4.19,110 Her,
82.69605,5.94814,4.20,32 Ori,
119.21475,-22.88012,4.20,11 Pup,
156.97090,36.70721,4.20,β LMi,31 LMi
248.52576,42.43704,4.20,σ Her,35 Her
341.67324,12.17289,4.20,ξ Peg,46 Peg
343.98708,-32.53963,4.20,δ PsA,23 PsA
52.26723,59.94033,4.21,HR 1035,
66.34233,22.29387,4.21,κ¹ Tau,65 Tau
251.49238,82.03726,4.21,ε UMi,22 UMi
307.39522,62.99410,4.21,θ Cep,2 Cep
321.61058,-65.36620,4.21,γ Pav,
42.64594,38.31864,4.22,16 Per,
56.71206,-23.24972,4.22,τ6 Eri,27 Eri
118.32567,-48.10293,4.22,HR 3090,
241.64811,-36.80229,4.22,θ Lup,
246.75599,-18.45625,4.22,χ Oph,7 Oph
275.18932,71.33781,4.22,φ Dra,43 Dra
281.79363,-4.74787,4.22,β Sct,
283.05432,-62.18759,4.22,λ Pav,
283.62618,36.89861,4.22,δ² Lyr,12 Lyr
311.41565,30.71972,4.22,52 Cyg,
319.35398,39.39468,4.22,σ Cyg,67 Cyg
348.58066,-6.04900,4.22,φ Aqr,90 Aqr
5.01213,-64.87479,4.23,ζ Tuc,
115.82800,28.88351,4.23,σ Gem,75 Gem
197.96856,27.87818,4.23,β Com,43 Com
206.42207,-33.04372,4.23,1 Cen,
210.41164,1.54453,4.23,τ Vir,93 Vir
242.19243,44.93491,4.23,φ Her,11 Her
250.77189,-77.51744,4.23,β Aps,
286.60457,-37.06344,4.23,γ CrA,
325.87691,58.78005,4.23,μ Cep,
326.69836,49.30957,4.23,π² Cyg,81 Cyg
17.18419,86.25709,4.24,HR 285,
36.74632,-47.70384,4.24,κ Eri,
41.03063,-13.85870,4.24,π Cet,89 Cet
184.58718,-79.31224,4.24,β Cha,
188.43617,41.35748,4.24,Chara,β CVn
247.84555,-34.70437,4.24,HR 6143,
265.35364,-12.87531,4.24,ο Ser,56 Ser
348.97289,-9.08774,4.24,ψ¹ Aqr,91 Aqr
18.94056,-68.87593,4.25,κ Tuc,
61.64602,50.35126,4.25,λ Per,47 Per
68.91358,10.16079,4.25,88 Tau,
69.17262,41.26481,4.25,58 Per,
77.28660,-8.75408,4.25,λ Eri,69 Eri
125.70882,43.18813,4.25,Alsciaukat,31 Lyn
193.35910,-40.17887,4.25,HR 4889,
216.88137,75.69599,4.25,5 UMi,
326.36220,61.12081,4.25,ν Cep,10 Cep
17.37552,47.24179,4.26,φ And,42 And
26.34846,9.15774,4.26,Torcular,ο Psc
49.97916,-43.06978,4.26,82 G. Eri,
53.44698,-21.63288,4.26,τ⁵ Eri,19 Eri
64.00645,-51.48665,4.26,γ Dor,
73.51254,66.34268,4.26,α Cam,9 Cam
134.62176,11.85770,4.26,Acubens,α Cnc
264.13681,-38.63531,4.26,HR 6546,
270.37670,21.59578,4.26,95 Her,
330.94702,64.62797,4.26,Kurhah,ξ Cep
15.73587,7.89013,4.27,ε Psc,71 Psc
41.23559,10.11415,4.27,μ Cet,87 Cet
63.88358,8.89236,4.27,μ Tau,49 Tau
69.53942,12.51084,4.27,90 Tau,
70.56126,22.95693,4.27,τ Tau,94 Tau
196.72770,-49.90625,4.27,ξ² Cen,
229.63345,-47.87527,4.27,μ Lup,
290.80464,-44.79978,4.27,Arkab Posterior,β² Sgr
311.66460,16.12430,4.27,γ² Del,12 Del
351.99207,6.37899,4.27,θ Psc,10 Psc
66.57691,22.81358,4.28,υ Tau,69 Tau
144.27226,81.32638,4.28,HR 3751,
156.78795,-31.06778,4.28,α Ant,
261.83863,-29.86703,4.28,45 Oph,
303.34932,56.56772,4.28,33 Cyg,
320.56164,-16.83454,4.28,ι Cap,32 Cap
332.49686,33.17822,4.28,π² Peg,29 Peg
346.71975,-43.52036,4.28,θ Gru,
54.21827,0.40166,4.29,10 Tau,
79.89386,-13.17679,4.29,λ Lep,6 Lep
159.82668,-55.60327,4.29,HR 4180,
178.22719,-33.90812,4.29,β Hya,
236.01449,77.79449,4.29,ζ UMi,16 UMi
247.78486,-16.61273,4.29,φ Oph,8 Oph
331.60929,-13.86968,4.29,ι Aqr,33 Aqr
337.87635,-32.34607,4.29,β PsA,17 PsA
354.53415,43.26807,4.29,ι And,17 And
14.65149,-29.35745,4.30,α Scl,
37.03975,8.46005,4.30,ξ² Cet,73 Cet
56.30205,24.46728,4.30,Taygeta,19 Tau
57.14945,-37.62015,4.30,HR 1189,
66.37242,17.92791,4.30,δ³ Tau,68 Tau
89.98375,45.93674,4.30,π Aur,35 Aur
130.80615,3.39866,4.30,η Hya,7 Hya
163.90335,24.74972,4.30,54 Leo,
174.23721,-0.82375,4.30,υ Leo,91 Leo
177.42115,-63.78848,4.30,HR 4537,
188.01765,-16.19601,4.30,η Crv,8 Crv
215.08145,-56.38650,4.30,HR 5358,
304.41195,-12.50821,4.30,α¹ Cap,5 Cap
130.15429,-59.76100,4.31,HR 3457,
216.73201,-83.66788,4.31,δ Oct,
231.12271,37.37717,4.31,Alkalurops,μ¹ Boo
241.85136,-20.86876,4.31,ω² Sco,10 Sco
309.58451,-1.10512,4.31,71 Aql,
54.12239,48.19263,4.32,ψ Per,37 Per
70.11047,-19.67149,4.32,54 Eri,
83.05313,18.59423,4.32,119 Tau,
93.84456,29.49808,4.32,κ Aur,44 Aur
131.59390,-13.54772,4.32,12 Hya,
142.93013,22.96797,4.32,Alterf,λ Leo
180.75671,-63.31293,4.32,θ¹ Cru,
197.49703,17.52943,4.32,Diadem,α Com
207.95668,-32.99409,4.32,3 Cen,
222.90962,-43.57536,4.32,ο Lup,
260.20692,-12.84688,4.32,ν Ser,53 Ser
112.04081,8.92553,4.33,γ CMi,4 CMi
193.27887,-48.94331,4.33,HR 4888,
216.54504,-45.37928,4.33,τ² Lup,
258.83754,-26.60283,4.33,Guniibuu,36 Oph
272.14500,-63.66855,4.33,π Pav,
274.96546,36.06455,4.33,κ Lyr,1 Lyr
169.54677,31.52878,4.33,Alula Australis,ξ UMa
9.22020,33.71934,4.34,π And,29 And
9.63903,29.31175,4.34,ε And,30 And
17.77526,55.14990,4.34,θ Cas,33 Cas
86.19334,-65.73553,4.34,δ Dor,
97.96403,-23.41842,4.34,ξ¹ CMa,4 CMa
125.16173,-77.48448,4.34,θ Cha,
139.05036,-57.54147,4.34,HR 3696,
144.20658,-49.35503,4.34,HR 3836,
210.43122,-45.60342,4.34,υ² Cen,
234.51348,-42.56735,4.34,ω Lup,
261.62867,4.14036,4.34,σ Oph,49 Oph
281.19313,37.60511,4.34,ζ¹ Lyr,6 Lyr
281.75529,18.18152,4.34,111 Her,
326.12790,17.35002,4.34,9 Peg,
337.38260,47.70689,4.34,5 Lac,
47.90733,19.72668,4.35,Botein,δ Ari
72.65301,8.90018,4.35,π² Ori,2 Ori
98.74410,-52.97561,4.35,HR 2435,
104.31918,58.42276,4.35,15 Lyn,
121.98260,-68.61706,4.35,ε Vol,
132.10821,5.83781,4.35,ρ Hya,13 Hya
186.73449,28.26842,4.35,γ Com,15 Com
229.45767,-30.14867,4.35,2 Lup,
263.05377,86.58646,4.35,Yildun,δ UMi
275.80676,-61.49390,4.35,ξ Pav,
289.09206,38.13373,4.35,θ Lyr,21 Lyr
326.23669,-33.02578,4.35,ι PsA,9 PsA
7.88588,-62.95822,4.36,β¹ Tuc,
10.83850,-57.46306,4.36,η Phe,
33.24997,8.84672,4.36,ξ¹ Cet,65 Cet
52.64368,47.99522,4.36,σ Per,35 Per
61.17379,22.08193,4.36,37 Tau,
73.22362,-5.45270,4.36,ω Eri,61 Eri
78.30783,-12.94129,4.36,κ Lep,4 Lep
89.38421,-35.28328,4.36,γ Col,
104.03427,-17.05424,4.36,ι CMa,20 CMa
122.14854,-2.98379,4.36,ζ Mon,29 Mon
211.51155,-41.17963,4.36,χ Cen,
294.18033,-1.28660,4.36,ι Aql,41 Aql
0.49008,-6.01407,4.37,30 Psc,
94.13807,-35.14052,4.37,κ Col,
109.67703,-24.95437,4.37,τ CMa,30 CMa
165.03858,-42.22586,4.37,HR 4293,
272.18955,20.81456,4.37,102 Her,
299.93408,-35.27631,4.37,θ¹ Sgr,
197.48747,-5.53901,4.38,θ Vir,51 Vir
302.22217,77.71142,4.38,κ Cep,1 Cep
351.51162,-20.64201,4.38,99 Aqr,
353.24268,-37.81827,4.38,β Scl,
28.41153,-46.30267,4.39,ψ Phe,
57.38036,65.52597,4.39,HR 1155,
83.70516,9.48958,4.39,φ¹ Ori,37 Ori
88.59579,20.27617,4.39,χ¹ Ori,54 Ori
95.94203,4.59286,4.39,ε Mon,8 Mon
120.56640,2.33457,4.39,HR 3145,
151.97613,9.99751,4.39,31 Leo,
225.72516,2.09130,4.39,110 Vir,
253.50196,10.16536,4.39,ι Oph,25 Oph
260.25151,-21.11293,4.39,ξ Oph,40 Oph
295.02413,18.01389,4.39,Sham,α Sge
295.26225,17.47604,4.39,β Sge,6 Sge
319.96644,-53.44943,4.39,θ Ind,
14.30167,23.41765,4.40,η And,38 And
117.02154,-25.93717,4.40,ο Pup,
122.25682,-19.24501,4.40,16 Pup,
284.23765,-67.23350,4.40,κ Pav,
329.47940,-54.99258,4.40,δ Ind,
102.46381,-53.62245,4.41,HR 2554,
107.78489,30.24516,4.41,τ Gem,46 Gem
215.75934,-39.51182,4.41,HR 5378,
262.68462,26.11065,4.41,Maasym,λ Her
269.62562,30.18928,4.41,ν Her,94 Her
319.47948,34.89690,4.41,υ Cyg,66 Cyg
346.97435,75.38750,4.41,π Cep,33 Cep
349.47590,-9.18251,4.41,ψ² Aqr,93 Aqr
349.70599,-32.53203,4.41,γ Scl,
91.89302,14.76847,4.42,ν Ori,67 Ori
99.47259,-18.23748,4.42,ν³ CMa,8 CMa
108.38455,-44.63974,4.42,HR 2748,
108.56338,-26.35251,4.42,27 CMa,
123.51214,-40.34789,4.42,HR 3243,
165.58240,20.17984,4.42,60 Leo,
222.57220,-27.96037,4.42,58 Hya,
236.61090,7.35307,4.42,λ Ser,27 Ser
270.43833,1.30508,4.42,68 Oph,
335.89013,52.22905,4.42,β Lac,3 Lac
351.34490,23.40410,4.42,Alkarab,υ Peg
56.53556,-12.10159,4.43,π Eri,26 Eri
63.81806,-7.65287,4.43,Keid,ο² Eri
74.32170,53.75210,4.43,7 Cam,
288.43953,39.14597,4.43,Aladfar,η Lyr
300.66448,-27.70985,4.43,62 Sgr,
305.96506,32.19017,4.43,39 Cyg,
310.86473,15.07458,4.43,δ Del,11 Del
311.93432,-5.02770,4.43,3 Aqr,
3.66007,-18.93287,4.44,7 Cet,
12.17060,7.58508,4.44,δ Psc,63 Psc
64.12107,-59.30216,4.44,ε Ret,
70.14059,-41.86375,4.44,α Cae,
94.90578,59.01096,4.44,2 Lyn,
113.51327,-22.29607,4.44,HR 2906,
122.83956,-39.61854,4.44,HR 3225,
124.63887,-36.65929,4.44,HR 3270,
218.15443,-50.45716,4.44,σ Lup,
292.17640,24.66491,4.44,Anser,α Vul
25.35789,5.48761,4.45,ν Psc,106 Psc
42.27254,-32.40590,4.45,β For,
78.07460,-11.86922,4.45,ι Lep,3 Lep
92.98498,14.20876,4.45,ξ Ori,70 Ori
129.68932,3.34144,4.45,Minchir,σ Hya
135.02257,-41.25361,4.45,HR 3591,
158.89710,-57.55764,4.45,HR 4159,
161.44630,-80.54019,4.45,δ² Cha,
169.16542,-3.65160,4.45,φ Leo,74 Leo
248.03417,-21.46639,4.45,ω Oph,9 Oph
288.88844,73.35547,4.45,τ Dra,60 Dra
293.52229,7.37894,4.45,μ Aql,38 Aql
37.26655,67.40247,4.46,ι Cas,
58.57293,-2.95473,4.46,32 Eri,
78.32285,2.86126,4.46,ρ Ori,17 Ori
137.21794,51.60465,4.46,15 UMa,
167.91453,-22.82585,4.46,β Crt,11 Crt
182.02182,-50.66128,4.46,HR 4618,
246.79601,-47.55479,4.46,ε Nor,
343.13140,-32.87550,4.46,γ PsA,22 PsA
41.27573,-18.57256,4.47,τ¹ Eri,1 Eri
50.08484,29.04846,4.47,HR 999,
74.63709,1.71402,4.47,π6 Ori,10 Ori
97.04254,-32.58007,4.47,λ CMa,
98.22594,7.33296,4.47,13 Mon,
119.56017,-49.24491,4.47,HR 3129,
136.28678,-72.60271,4.47,HR 3643,
141.16359,26.18232,4.47,κ Leo,1 Leo
143.70607,52.05148,4.47,26 UMa,
177.78628,-45.17347,4.47,HR 4546,
218.67000,29.74513,4.47,σ Boo,28 Boo
224.29583,-4.34646,4.47,16 Lib,
318.62006,10.00698,4.47,δ Equ,7 Equ
331.52871,-39.54335,4.47,λ Gru,
11.18130,48.28436,4.48,ο Cas,22 Cas
60.22419,-62.15928,4.48,γ Ret,
66.58641,15.61826,4.48,71 Tau,
101.96520,2.41216,4.48,18 Mon,
151.98450,-0.37164,4.48,α Sex,15 Sex
230.84438,-59.32079,4.48,γ Cir,
246.02577,-20.03733,4.48,ψ Oph,4 Oph
345.96922,3.82004,4.48,Fumalsamakah,β Psc
346.67017,-23.74311,4.48,86 Aqr,
30.48966,70.90702,4.49,48 Cas,
68.37735,-29.76649,4.49,υ¹ Eri,50 Eri
100.99706,13.22802,4.49,30 Gem,
108.14025,-46.75930,4.49,HR 2740,
118.16103,-38.86281,4.49,HR 3084,
151.85731,35.24469,4.49,21 LMi,
220.18152,16.41832,4.49,π¹ Boo,29 Boo
294.11058,50.22110,4.49,θ Cyg,13 Cyg
316.78196,-25.00585,4.49,24 Cap,
326.03565,28.74263,4.49,μ¹ Cyg,78 Cyg
355.51168,1.78004,4.49,λ Psc,18 Psc
355.68059,-14.54490,4.49,ω² Aqr,105 Aqr
359.97891,-65.57713,4.49,ε Tuc,
84.79644,4.12147,4.50,ω Ori,47 Ori
87.45677,-56.16666,4.50,γ Pic,
131.67730,-56.76978,4.50,HR 3498,
155.22835,-56.04322,4.50,HR 4074,
176.99643,20.21893,4.50,93 Leo,
206.81565,17.45691,4.50,τ Boo,4 Boo
303.94224,27.81424,4.50,23 Vul,
317.39853,-11.37169,4.50,ν Aqr,13 Aqr
322.18081,-21.80718,4.50,36 Cap,
332.09583,-32.98847,4.50,μ PsA,14 PsA
333.46968,39.71493,4.50,HR 8485,
340.12849,44.27631,4.50,11 Lac,
4.58195,36.78522,4.51,σ And,25 And
17.91513,30.08964,4.51,τ Psc,83 Psc
87.29350,39.18107,4.51,τ Aur,29 Aur
142.31134,-35.95134,4.51,ε Ant,
144.83758,-61.32806,4.51,HR 3856,
235.38774,19.67040,4.51,ι Ser,21 Ser
300.70440,67.87356,4.51,ρ Dra,67 Dra
311.00949,-51.92097,4.51,η Ind,
324.27012,-19.46601,4.51,ε Cap,39 Cap
336.83297,-64.96635,4.51,δ Tuc,
358.59597,57.49938,4.51,ρ Cas,7 Cas
41.97720,29.24712,4.52,Lilii Borea,39 Ari
200.65817,-60.98839,4.52,HR 5035,
201.00192,-64.53567,4.52,HR 5041,
214.77747,-13.37110,4.52,Khambalia,λ Vir
226.11147,26.94765,4.52,ψ Boo,43 Boo
272.80735,-45.95442,4.52,ε Tel,
290.43176,-15.95502,4.52,υ Sgr,46 Sgr
311.33817,57.57973,4.52,HR 7955,
322.48705,23.63884,4.52,2 Peg,
337.62192,43.12338,4.52,6 Lac,
7.88919,-62.96556,4.53,β² Tuc,
12.45351,41.07891,4.53,ν And,35 And
90.01395,-3.07425,4.53,HR 2113,
114.34213,-34.96853,4.53,HR 2937,
213.37077,51.78997,4.53,κ² Boo,17 Boo
261.65784,-5.08660,4.53,HR 6493,
266.89011,-27.83079,4.53,3 Sgr,
311.85224,36.49072,4.53,λ Cyg,54 Cyg
348.13740,49.40621,4.53,7 And,
79.54402,33.37161,4.54,16 Aur,
98.76411,-22.96479,4.54,ξ² CMa,5 CMa
142.99554,-1.18466,4.54,τ² Hya,32 Hya
143.55576,36.39756,4.54,10 LMi,
143.62054,69.83034,4.54,24 UMa,
222.84740,19.10046,4.54,ξ Boo,37 Boo
228.05538,-19.79171,4.54,ι¹ Lib,24 Lib
230.78896,-36.85849,4.54,φ² Lup,
299.23680,-27.16990,4.54,59 Sgr,
346.75108,9.40949,4.54,55 Peg,
352.28872,12.76055,4.54,70 Peg,
0.93495,-17.33599,4.55,2 Cet,
52.47810,58.87875,4.55,HR 1040,
76.10160,-35.48298,4.55,γ¹ Cae,
105.01622,76.97741,4.55,HR 2527,
112.44909,12.00656,4.55,6 CMi,
148.02649,54.06433,4.55,φ UMa,30 UMa
233.97189,-44.95839,4.55,HR 5781,
245.15908,-24.16932,4.55,ο Sco,19 Sco
272.02074,-28.45709,4.55,HR 6766,
325.47978,71.31142,4.55,11 Cep,
335.25642,46.53657,4.55,2 Lac,
336.12913,49.47639,4.55,4 Lac,
42.87849,35.05974,4.56,17 Per,
59.68642,-61.40019,4.56,δ Ret,
88.33185,27.61226,4.56,136 Tau,
136.63237,38.45222,4.56,HR 3612,
168.80095,23.09550,4.56,72 Leo,
216.53429,-45.22142,4.56,τ¹ Lup,
263.91498,-46.50568,4.56,σ Ara,1 Ara
313.03202,27.09698,4.56,31 Vul,
316.65039,47.64840,4.56,63 Cyg,
54.27366,-40.27455,4.57,HR 1106,
246.35397,14.03327,4.57,Cujam,ω Her
246.39633,-23.44718,4.57,ρ Oph,5 Oph
265.48467,72.14884,4.57,Dziban,ψ¹ Dra
283.68702,22.64508,4.57,113 Her,
287.08734,-40.49670,4.57,δ CrA,
298.36539,24.07961,4.57,13 Vul,
83.84652,-4.83836,4.58,42 Ori,
147.91947,-46.54762,4.58,HR 3912,
160.88458,-60.56662,4.58,HR 4200,
198.07338,-59.92058,4.58,HR 4975,
207.85808,64.72327,4.58,10 Dra,
243.07585,-27.92637,4.58,13 Sco,
264.46131,-8.11877,4.58,μ Oph,57 Oph
350.15934,23.74034,4.58,Salm,τ Peg
10.33149,-46.08501,4.59,μ Phe,
55.70862,-37.31352,4.59,HR 1143,
57.58953,71.33227,4.59,γ Cam,
81.70929,3.09567,4.59,ψ² Ori,30 Ori
130.05360,64.32794,4.59,π² UMa,4 UMa
142.28707,-2.76896,4.59,τ¹ Hya,31 Hya
154.90315,-55.02931,4.59,HR 4063,
168.15008,-60.31762,4.59,HR 4352,
237.39855,26.06839,4.59,δ CrB,10 CrB
238.40300,-25.32714,4.59,2 Sco,
281.09492,39.61272,4.59,ε² Lyr,5 Lyr
294.17679,-24.88362,4.59,52 Sgr,
357.23140,-28.13027,4.59,δ Scl,
64.56084,50.29550,4.60,HR 1324,
151.28112,-13.06463,4.60,υ² Hya,40 Hya
164.17934,-37.13777,4.60,ι Ant,
221.31025,16.96428,4.60,ο Boo,35 Boo
231.33428,-38.73362,4.60,HR 5724,
238.16854,42.45152,4.60,χ Her,1 Her
290.16701,65.71453,4.60,π Dra,58 Dra
1.33392,-5.70762,4.61,33 Psc,
4.27294,38.68164,4.61,θ And,24 And
28.38896,3.18754,4.61,ξ Psc,111 Psc
47.82244,39.61158,4.61,ω Per,28 Per
111.67855,49.21153,4.61,21 Lyn,
119.96688,-18.39923,4.61,HR 3131,
233.54457,-10.06453,4.61,37 Lib,
308.47578,35.25085,4.61,47 Cyg,
14.16648,59.18106,4.62,Castula,υ² Cas
59.98118,-24.01621,4.62,τ9 Eri,36 Eri
75.77394,21.58996,4.62,ι Tau,102 Tau
82.98274,-7.30154,4.62,υ Ori,36 Ori
137.01200,-25.85854,4.62,κ Pyx,
166.25429,7.33601,4.62,χ Leo,63 Leo
166.63522,-62.42411,4.62,HR 4325,
173.69033,-54.26409,4.62,HR 4460,
191.59472,-56.48882,4.62,HR 4848,
193.66333,-59.14670,4.62,λ Cru,
246.95077,-8.37173,4.62,υ Oph,3 Oph
270.12087,-3.69027,4.62,ζ Ser,57 Ser
278.37574,-42.31251,4.62,θ CrA,
284.05492,4.20359,4.62,Alya,θ¹ Ser
44.80302,21.34043,4.63,ε Ari,48 Ari
115.88495,-28.41089,4.63,1 Pup,
118.26516,-49.61304,4.63,HR 3089,
130.91823,-7.23373,4.63,HR 3459,
138.93783,-37.41314,4.63,HR 3684,
189.96891,-39.98730,4.63,HR 4817,
205.18451,54.68163,4.63,83 UMa,
224.39614,65.93246,4.63,HR 5589,
237.74478,-25.75129,4.63,1 Sco,
240.88397,-57.77506,4.63,ι¹ Nor,
277.84344,-62.27830,4.63,ν Pav,
282.80022,59.38835,4.63,ο Dra,47 Dra
359.43971,25.14140,4.63,ψ Peg,84 Peg
58.42793,-24.61223,4.64,τ8 Eri,33 Eri
73.72386,10.15083,4.64,π¹ Ori,7 Ori
90.97993,20.13845,4.64,χ² Ori,62 Ori
206.66406,-51.43277,4.64,HR 5172,
234.84449,36.63581,4.64,ζ¹ CrB,7 CrB
235.29757,-44.66121,4.64,HR 5825,
252.45845,-10.78300,4.64,20 Oph,
259.41775,37.29150,4.64,69 Her,
271.82650,8.73387,4.64,71 Oph,
291.62954,0.33857,4.64,ν Aql,32 Aql
308.82723,14.67421,4.64,ζ Del,4 Del
339.34348,51.54512,4.64,9 Lac,
346.04553,50.05209,4.64,3 And,
40.86297,27.70715,4.65,35 Ari,
68.46214,14.84442,4.65,ρ Tau,86 Tau
76.14229,15.40410,4.65,11 Ori,
88.52487,-63.08963,4.65,HR 2102,
109.57665,-36.73396,4.65,HR 2787,
112.67751,-30.96228,4.65,HR 2881,
113.84541,-28.36932,4.65,HR 2922,
156.85197,-57.63880,4.65,HR 4110,
180.21829,6.61432,4.65,π Vir,8 Vir
240.80368,-49.22969,4.65,η Nor,
17.86341,21.03465,4.66,χ Psc,84 Psc
27.39627,-10.68641,4.66,χ Cet,53 Cet
100.24441,9.89575,4.66,15 Mon,
103.90596,-20.13650,4.66,π CMa,19 CMa
109.14580,-27.88118,4.66,HR 2766,
130.82147,21.46850,4.66,Asellus Borealis,γ Cnc
136.40991,-70.53850,4.66,HR 3642,
163.49472,43.18996,4.66,ω UMa,45 UMa
189.81153,-7.99556,4.66,χ Vir,26 Vir
190.64787,-48.81311,4.66,HR 4831,
234.94158,-34.41193,4.66,ψ¹ Lup,3 Lup
271.25511,-29.58009,4.66,γ¹ Sgr,
274.51329,-27.04264,4.66,HR 6842,
275.91494,-8.93438,4.66,ζ Sct,
300.27519,27.75357,4.66,15 Vul,
18.43728,24.58371,4.67,φ Psc,85 Psc
52.34184,49.50895,4.67,34 Per,
63.72214,40.48367,4.67,52 Per,
69.81874,15.91798,4.67,σ² Tau,92 Tau
91.53885,-14.93525,4.67,θ Lep,18 Lep
123.05303,17.64777,4.67,Tegmine,ζ² Cnc
137.72912,63.51363,4.67,τ UMa,14 UMa
270.01423,16.75092,4.67,93 Her,
277.29939,-14.56581,4.67,γ Sct,
281.08476,39.67012,4.67,ε¹ Lyr,4 Lyr
293.08723,69.66118,4.67,Alsafi,σ Dra
315.32275,-32.25777,4.67,γ Mic,
23.48292,59.23204,4.68,χ Cas,39 Cas
28.73358,-67.64730,4.68,η² Hyi,
31.12266,-29.29682,4.68,ν For,
44.69028,39.66273,4.68,π Per,22 Per
134.08029,-52.72348,4.68,HR 3574,
144.61369,4.64929,4.68,HR 3834,
150.05336,8.04422,4.68,π Leo,29 Leo
159.68005,31.97624,4.68,37 LMi,
202.99119,-6.25582,4.68,74 Vir,
203.61375,49.01597,4.68,24 CVn,
245.08678,-78.69575,4.68,δ¹ Aps,
294.84419,30.15332,4.68,φ Cyg,12 Cyg
324.43796,-7.85420,4.68,Bunda,ξ Aqr
340.89681,-18.83038,4.68,66 Aqr,
66.65156,14.71378,4.69,π Tau,73 Tau
79.78493,40.09905,4.69,λ Aur,15 Aur
114.57519,-25.36480,4.69,HR 2944,
117.08412,-47.07772,4.69,HR 3046,
120.30557,-1.39261,4.69,28 Mon,
159.68751,-59.18300,4.69,HR 4177,
191.40825,-60.98132,4.69,ι Cru,
325.52360,51.18962,4.69,Azelfafage,π¹ Cyg
330.83229,-56.78598,4.69,ε Ind,
353.76898,-42.61507,4.69,ι Phe,
80.11217,-21.23976,4.70,HR 1762,
174.17047,-9.80225,4.70,θ Crt,21 Crt
175.05331,-34.74466,4.70,ο Hya,
253.49886,-42.36203,4.70,ζ¹ Sco,
280.56844,-9.05255,4.70,δ Sct,
298.95977,-26.29951,4.70,Terebellum,ω Sgr
317.58541,10.13158,4.70,γ Equ,5 Equ
343.60183,84.34618,4.70,HR 8748,
353.31927,-20.91450,4.70,101 Aqr,
44.92875,8.90737,4.71,λ Cet,91 Cet
52.34337,-62.93753,4.71,κ Ret,
73.13317,14.25064,4.71,ο¹ Ori,4 Ori
76.37780,-57.47270,4.71,ζ Dor,
82.43325,-1.09224,4.71,31 Ori,
